STATION,NAME,DATE,AWND,CDSD,CLDD,DP01,DP10,DT00,DT32,DX32,DX70,DX90,EMNT,EMXP,EMXT,HDSD,HTDD,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Feb-22,8.3,0,0,14,6,4,25,12,0,0,-10,0.96,55,4812,1134,3.08,24.5,35.9,13,290,290,32,43
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Mar-22,8.3,0,0,17,10,1,22,5,2,0,-4,0.97,71,5742,930,3.17,35,45.6,24.4,290,290,36.9,45
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Apr-22,8.9,0,0,16,10,0,14,0,4,0,24,1.91,79,6344,602,5.26,44.9,56,33.9,320,260,31.1,41
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",May-22,6,56,56,11,7,0,3,0,20,1,31,0.5,92,6522,178,2.21,61.1,74.4,47.7,290,290,25.1,33
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jun-22,7.2,,,10,4,,,,,,,0.94,,,,1.93,,,,260,260,31.1,40
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Jul-22,5.4,,170,14,8,0,0,0,30,2,47,1,93,5,5,4.24,70.3,82.4,58.3,310,270,25.1,35
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Aug-22,4.7,,216,14,11,0,0,0,31,3,47,1.26,91,9,4,4.92,71.8,82.1,61.5,250,260,25.9,34
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Sep-22,5.1,,38,18,11,0,0,0,16,0,34,0.85,81,169,160,4.94,60.9,70.2,51.6,310,330,23.9,32
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Oct-22,5.4,,0,9,5,0,8,0,5,0,27,0.54,73,645,476,1.05,49.6,61.9,37.4,280,280,28,35
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Nov-22,7.4,,2,15,9,0,17,2,3,0,14,0.97,77,1367,721,4.24,41,50.1,31.9,270,260,30,45
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",Dec-22,7.6,,0,11,10,0,26,10,0,0,0,0.79,52,2480,1113,4.21,29.1,36.5,21.7,270,260,32,44
